crime_id,from_date,description,zip_code,charge_id,dvflag,firearm_used_flag,arr,male_arr,female_arr,black_race_flag,nan_race_flag,unknown_race_flag,white_race_flag,asian_race_flag,indian_race_flag,pacific_race_flag,age_minor,age_18_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_plus,total_vic,male_vic,female_vic
160033291_637,5/11/2016,Non Aggravated Assault - Domestic,64151,637,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160033299_603,5/11/2016,Stealing Shoplifting,64157,603,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160033306_388,5/11/2016,Trespassing,99999,388,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160033317_388,5/11/2016,Trespassing,99999,388,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160033317_907,5/11/2016,Resisting an Officer,99999,907,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160033321_609,5/11/2016,Possession of Drug E,64128,609,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160033322_603,5/11/2016,Stealing Shoplifting,64133,603,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160033322_907,5/11/2016,Resisting an Officer,64133,907,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160033323_315,5/11/2016,DUI,64118,315,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160033340_509,5/11/2016,Possession/Sale/Dist,99999,509,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160033340_609,5/11/2016,Possession of Drug E,99999,609,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160033349_1,5/11/2016,Property Damage,64119,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160033359_603,5/11/2016,Stealing Shoplifting,64131,603,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160033361_603,5/11/2016,Stealing Shoplifting,64112,603,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160033363_603,5/11/2016,Stealing Shoplifting,64112,603,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160033365_388,5/11/2016,Trespassing,64111,388,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
160033365_609,5/11/2016,Possession of Drug E,64111,609,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0
160033367_693,5/11/2016,Disorderly Conduct,64110,693,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160033395_637,5/11/2016,Non Aggravated Assault - Domestic,64132,637,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0
160033401_609,5/11/2016,Possession of Drug E,64131,609,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160033412_693,5/11/2016,Disorderly Conduct,64117,693,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160033418_955,5/12/2016,Violation Full Order,64127,955,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0
160033425_637,5/12/2016,Non Aggravated Assault - Domestic,64134,637,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0
160033426_197,5/12/2016,Intimidation,64119,197,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0
160033454_637,5/12/2016,Non Aggravated Assault - Domestic,64131,637,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0
160033460_392,5/12/2016,Non Aggravated Assault,64111,392,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160033460_603,5/12/2016,Stealing Shoplifting,64111,603,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160033496_724,5/12/2016,Loitering,64111,724,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160033526_603,5/12/2016,Stealing Shoplifting,64111,603,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160033532_388,5/12/2016,Trespassing,64106,388,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160033568_388,5/12/2016,Trespassing,64116,388,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160033597_392,5/12/2016,Non Aggravated Assault,64125,392,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0
160033607_603,5/12/2016,Stealing Shoplifting,64110,603,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
160033611_392,5/12/2016,Non Aggravated Assault,64130,392,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0
160033613_509,5/12/2016,Possession/Sale/Dist,64130,509,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160033621_509,5/12/2016,Possession/Sale/Dist,64130,509,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160033621_907,5/12/2016,Resisting an Officer,64130,907,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160033633_509,5/12/2016,Possession/Sale/Dist,64109,509,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160033633_609,5/12/2016,Possession of Drug E,64109,609,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160033634_854,5/12/2016,Weapons Law Violatio,64133,854,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160033638_388,5/12/2016,Trespassing,64127,388,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0
160033651_693,5/12/2016,Disorderly Conduct,64111,693,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160033653_637,5/13/2016,Non Aggravated Assault - Domestic,64108,637,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0
160033665_315,5/13/2016,DUI,64111,315,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160033667_609,5/13/2016,Possession of Drug E,64109,609,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160033726_509,5/13/2016,Possession/Sale/Dist,64128,509,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160033770_907,5/13/2016,Resisting an Officer,64130,907,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160033776_887,5/13/2016,Aggravated Assault - Domestic,64134,887,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0
160033783_1,5/13/2016,Property Damage,64131,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160033783_392,5/13/2016,Non Aggravated Assault,64131,392,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160033791_603,5/13/2016,Stealing Shoplifting,64123,603,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160033812_693,5/13/2016,Disorderly Conduct,64157,693,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160033824_388,5/13/2016,Trespassing,64123,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0
160033833_388,5/13/2016,Trespassing,64154,388,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
160033874_637,5/13/2016,Non Aggravated Assault - Domestic,64155,637,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160033904_462,5/13/2016,Burglary,64106,462,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0
160033910_603,5/13/2016,Stealing Shoplifting,64133,603,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0
160033910_907,5/13/2016,Resisting an Officer,64133,907,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0
160033918_509,5/14/2016,Possession/Sale/Dist,64109,509,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
160033920_315,5/14/2016,DUI,64151,315,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0
160033921_119,5/14/2016,Misc Violation,64152,119,0,0,2,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0
160033921_392,5/14/2016,Non Aggravated Assault,64152,392,0,0,2,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0
160033922_693,5/14/2016,Disorderly Conduct,64111,693,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160033927_315,5/14/2016,DUI,64116,315,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160033928_1,5/14/2016,Property Damage,64111,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160033929_392,5/14/2016,Non Aggravated Assault,64105,392,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0
160033931_315,5/14/2016,DUI,64116,315,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160033932_315,5/13/2016,DUI,64105,315,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160033934_315,5/14/2016,DUI,64116,315,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160033935_468,5/14/2016,Stealing All Other,64106,468,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0.0
160033937_315,5/13/2016,DUI,64105,315,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160033940_315,5/14/2016,DUI,64110,315,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160033942_637,5/14/2016,Non Aggravated Assault - Domestic,64134,637,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160033954_388,5/14/2016,Trespassing,64110,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160033954_907,5/14/2016,Resisting an Officer,64110,907,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160033977_388,5/14/2016,Trespassing,64132,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034005_887,5/14/2016,Aggravated Assault - Domestic,64127,887,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034029_603,5/14/2016,Stealing Shoplifting,64145,603,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
160034040_907,5/14/2016,Resisting an Officer,64110,907,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160034042_388,5/14/2016,Trespassing,64108,388,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160034046_146,5/14/2016,False Information,64130,146,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034052_509,5/14/2016,Possession/Sale/Dist,64127,509,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160034053_392,5/14/2016,Non Aggravated Assault,64106,392,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160034053_693,5/14/2016,Disorderly Conduct,64106,693,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160034056_603,5/14/2016,Stealing Shoplifting,64106,603,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034056_907,5/14/2016,Resisting an Officer,64106,907,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034063_388,5/14/2016,Trespassing,99999,388,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160034065_509,5/14/2016,Possession/Sale/Dist,64117,509,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034065_609,5/14/2016,Possession of Drug E,64117,609,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034071_603,5/14/2016,Stealing Shoplifting,64111,603,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034083_388,5/14/2016,Trespassing,99999,388,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
160034113_1,5/14/2016,Property Damage,64106,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160034115_392,5/14/2016,Non Aggravated Assault,64127,392,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0
160034123_388,5/14/2016,Trespassing,64130,388,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034125_411,5/14/2016,Interference with Cu,64127,411,0,0,4,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3.0,0.0,3.0
160034125_693,5/14/2016,Disorderly Conduct,64127,693,0,0,4,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3.0,0.0,3.0
160034130_146,5/13/2016,False Information,64106,146,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
160034132_693,5/14/2016,Disorderly Conduct,99999,693,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160034142_392,5/14/2016,Non Aggravated Assault,64109,392,0,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4.0,4.0,0.0
160034144_119,5/14/2016,Misc Violation,64127,119,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160034144_693,5/14/2016,Disorderly Conduct,64127,693,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160034144_89,5/14/2016,Liquor Law Violaton,64127,89,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160034156_693,5/15/2016,Disorderly Conduct,64105,693,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160034157_509,5/14/2016,Possession/Sale/Dist,64137,509,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0
160034158_637,5/15/2016,Non Aggravated Assault - Domestic,64134,637,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160034162_1,5/15/2016,Property Damage,64118,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160034163_854,5/15/2016,Weapons Law Violatio,64131,854,0,2,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0
160034164_315,5/15/2016,DUI,64131,315,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0
160034165_782,5/15/2016,Aggravated Assault,64105,782,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160034166_693,5/15/2016,Disorderly Conduct,64102,693,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034175_509,5/15/2016,Possession/Sale/Dist,64131,509,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034175_854,5/15/2016,Weapons Law Violatio,64131,854,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034184_1,5/15/2016,Property Damage,64110,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0
160034192_1,5/15/2016,Property Damage,64110,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0
160034192_637,5/15/2016,Non Aggravated Assault - Domestic,64110,637,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0
160034196_119,5/15/2016,Misc Violation,64111,119,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160034205_392,5/15/2016,Non Aggravated Assault,64130,392,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0
160034217_603,5/15/2016,Stealing Shoplifting,64106,603,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160034221_388,5/15/2016,Trespassing,64128,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0
160034221_392,5/15/2016,Non Aggravated Assault,64128,392,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0
160034226_388,5/15/2016,Trespassing,64106,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034232_392,5/15/2016,Non Aggravated Assault,64106,392,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0.0
160034232_907,5/15/2016,Resisting an Officer,64106,907,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0.0
160034248_388,5/15/2016,Trespassing,64106,388,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0
160034268_854,5/15/2016,Weapons Law Violatio,64123,854,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160034270_388,5/15/2016,Trespassing,64111,388,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034279_603,5/15/2016,Stealing Shoplifting,64155,603,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034283_315,5/15/2016,DUI,64110,315,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034290_315,5/15/2016,DUI,64133,315,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160034292_509,5/15/2016,Possession/Sale/Dist,64110,509,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034292_693,5/15/2016,Disorderly Conduct,64110,693,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034296_146,5/15/2016,False Information,64114,146,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160034301_603,5/15/2016,Stealing Shoplifting,64133,603,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
160034302_413,5/15/2016,Fraud/Confidence Gam,64130,413,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0
160034306_315,5/15/2016,DUI,64128,315,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160034306_907,5/15/2016,Resisting an Officer,64129,907,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160034314_1,5/15/2016,Property Damage,64151,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160034324_693,5/15/2016,Disorderly Conduct,64118,693,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0
160034338_887,5/15/2016,Aggravated Assault - Domestic,64127,887,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0.0
160034339_388,5/15/2016,Trespassing,64119,388,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,1.0,0.0,1.0
160034339_392,5/15/2016,Non Aggravated Assault,64119,392,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,1.0,0.0,1.0
160034341_315,5/15/2016,DUI,64137,315,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160034347_392,5/15/2016,Non Aggravated Assault,64128,392,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0
160034350_637,5/15/2016,Non Aggravated Assault - Domestic,64117,637,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0
160034352_1,5/15/2016,Property Damage,64128,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0
160034358_637,5/16/2016,Non Aggravated Assault - Domestic,64123,637,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0,1.0,1.0
160034361_637,5/16/2016,Non Aggravated Assault - Domestic,64134,637,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0.0
160034367_1,5/16/2016,Property Damage,64137,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160034379_388,5/16/2016,Trespassing,64127,388,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0
160034382_1,5/16/2016,Property Damage,64130,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160034403_609,5/16/2016,Possession of Drug E,99999,609,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0
160034405_413,5/16/2016,Fraud/Confidence Gam,64127,413,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034414_724,5/16/2016,Loitering,64120,724,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
160034416_509,5/16/2016,Possession/Sale/Dist,64106,509,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
160034437_603,5/13/2016,Stealing Shoplifting,99999,603,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160034495_603,5/16/2016,Stealing Shoplifting,64130,603,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034508_392,5/16/2016,Non Aggravated Assault,64106,392,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0
160034513_509,5/16/2016,Possession/Sale/Dist,64134,509,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034513_603,5/16/2016,Stealing Shoplifting,64134,603,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
160034533_146,5/16/2016,False Information,64124,146,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034533_907,5/16/2016,Resisting an Officer,64124,907,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034534_388,5/16/2016,Trespassing,64106,388,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0
160034534_392,5/16/2016,Non Aggravated Assault,64106,392,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0
160034534_693,5/16/2016,Disorderly Conduct,64106,693,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0
160034538_637,5/16/2016,Non Aggravated Assault - Domestic,64130,637,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,1.0
160034542_388,5/16/2016,Trespassing,64118,388,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034542_907,5/16/2016,Resisting an Officer,64118,907,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034553_637,5/16/2016,Non Aggravated Assault - Domestic,64109,637,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0
160034561_315,5/16/2016,DUI,64129,315,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034580_907,5/16/2016,Resisting an Officer,64129,907,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034590_89,5/16/2016,Liquor Law Violaton,64116,89,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
160034604_388,5/16/2016,Trespassing,64131,388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0
160034606_509,5/16/2016,Possession/Sale/Dist,64106,509,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
160034606_609,5/16/2016,Possession of Drug E,64106,609,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
